frame,id,class,xmin,ymin,xmax,ymax
660,62,person,108,300,159,377
660,82,person,92,179,115,224
660,93,person,986,390,1036,473
660,96,person,533,599,602,705
660,98,person,1327,120,1348,163
660,108,person,1572,566,1643,703
660,109,person,1289,467,1340,545
660,113,person,1455,534,1520,649
660,118,person,1281,495,1332,558
660,119,person,1428,465,1477,555
660,121,person,1425,87,1452,142
660,122,person,1003,330,1040,393
660,124,person,49,74,1839,838
661,1,person,236,242,264,305
661,5,person,1468,532,1519,606
661,9,person,29,48,1864,1020
661,49,person,835,401,876,504
661,55,person,466,737,548,852
661,62,person,107,300,159,378
661,82,person,93,181,115,224
661,93,person,986,390,1035,473
661,96,person,537,603,605,707
661,98,person,1329,120,1349,162
661,108,person,1572,566,1642,703
661,109,person,1290,468,1341,545
661,113,person,1455,534,1520,649
661,118,person,1281,495,1332,559
661,119,person,1428,465,1476,555
661,121,person,1426,86,1454,142
661,122,person,1004,330,1041,393
661,124,person,49,74,1840,838
662,1,person,236,242,263,304
662,5,person,1468,532,1519,606
662,9,person,28,47,1864,1020
662,49,person,834,401,874,502
662,55,person,472,744,550,853
662,62,person,105,300,159,379
662,82,person,94,182,115,224
662,93,person,986,391,1035,472
662,96,person,543,609,606,705
662,98,person,1330,120,1351,162
662,108,person,1572,566,1643,702
662,109,person,1291,468,1341,545
662,113,person,1455,534,1520,649
662,118,person,1281,495,1332,559
662,119,person,1428,465,1476,555
662,121,person,1430,87,1454,138
662,122,person,1004,331,1041,393
662,124,person,48,74,1840,839
663,1,person,236,242,263,304
663,5,person,1467,532,1520,607
663,9,person,28,48,1863,1020
663,49,person,833,401,873,501
663,55,person,475,748,562,871
663,62,person,104,300,159,380
663,82,person,94,182,115,224
663,93,person,986,391,1035,472
663,96,person,550,614,607,697
663,98,person,1332,119,1352,161
663,108,person,1572,566,1643,702
663,109,person,1290,468,1340,545
663,113,person,1455,534,1520,649
663,118,person,1281,495,1332,559
663,119,person,1428,465,1476,555
663,121,person,1431,88,1455,137
663,122,person,1004,331,1042,393
663,124,person,48,74,1841,839
664,1,person,235,242,264,305
664,5,person,1467,533,1520,607
664,9,person,31,49,1860,1018
664,49,person,832,400,873,501
664,55,person,479,754,568,879
664,62,person,103,300,159,380
664,82,person,95,183,116,225
664,93,person,986,391,1035,471
664,96,person,548,618,617,720
664,98,person,1333,119,1354,161
664,108,person,1572,566,1642,702
664,109,person,1291,468,1340,545
664,113,person,1456,535,1519,648
664,118,person,1281,495,1332,559
664,119,person,1428,465,1476,555
664,121,person,1433,89,1456,137
664,122,person,1005,331,1043,393
664,124,person,47,74,1842,840
665,1,person,236,242,264,305
665,5,person,1467,533,1520,608
665,9,person,32,51,1858,1018
665,49,person,832,400,872,500
665,55,person,485,761,569,878
665,62,person,102,300,160,380
665,82,person,95,183,116,224
665,93,person,986,391,1034,471
665,96,person,552,623,621,726
665,98,person,1335,119,1355,160
665,108,person,1572,566,1642,702
665,109,person,1291,468,1341,545
665,113,person,1457,535,1519,648
665,118,person,1281,496,1331,558
665,119,person,1428,465,1476,554
665,121,person,1435,90,1457,136
665,122,person,1005,331,1044,394
665,124,person,47,74,1843,841
666,1,person,236,242,264,305
666,5,person,1467,533,1520,607
666,9,person,37,52,1855,1015
666,49,person,831,399,872,502
666,55,person,494,769,571,876
666,62,person,102,301,161,381
666,82,person,96,183,117,224
666,93,person,986,391,1034,471
666,96,person,558,629,625,728
666,98,person,1337,119,1357,160
666,108,person,1573,567,1643,701
666,109,person,1291,468,1341,545
666,113,person,1457,536,1519,647
666,118,person,1280,496,1330,558
666,119,person,1428,465,1476,554
666,121,person,1438,94,1458,136
666,122,person,1005,330,1044,394
666,124,person,46,74,1843,841
667,1,person,236,241,265,305
667,5,person,1467,533,1520,607
667,9,person,38,54,1854,1014
667,49,person,831,398,872,501
667,55,person,501,776,574,875
667,62,person,100,300,161,381
667,82,person,97,183,117,224
667,93,person,986,391,1034,470
667,96,person,566,632,628,724
667,97,person,1088,159,1113,207
667,98,person,1338,119,1358,159
667,108,person,1573,567,1643,701
667,109,person,1291,468,1341,545
667,113,person,1457,536,1519,647
667,118,person,1280,496,1331,558
667,119,person,1428,465,1476,554
667,121,person,1440,95,1460,135
667,122,person,1006,330,1044,395
667,124,person,46,74,1844,842
668,1,person,236,241,264,305
668,5,person,1467,533,1520,607
668,9,person,35,52,1856,1016
668,49,person,825,396,868,501
668,55,person,504,784,581,889
668,62,person,99,300,161,382
668,82,person,97,183,118,224
668,93,person,986,391,1034,470
668,96,person,566,635,639,743
668,97,person,1089,158,1114,206
668,98,person,1340,118,1360,158
668,108,person,1573,567,1642,701
668,109,person,1291,468,1341,545
668,113,person,1457,536,1519,647
668,118,person,1280,495,1331,558
668,119,person,1428,465,1476,554
668,121,person,1442,95,1461,134
668,122,person,1006,330,1045,395
668,124,person,45,74,1845,842
669,1,person,236,241,264,306
669,5,person,1467,533,1520,607
669,9,person,32,52,1858,1017
669,49,person,822,395,866,501
669,55,person,507,792,591,905
669,62,person,98,299,162,383
669,82,person,97,184,118,224
669,93,person,986,391,1033,470
669,96,person,570,641,643,749
669,97,person,1090,157,1114,206
669,98,person,1342,118,1361,158
669,108,person,1573,567,1642,701
669,109,person,1291,468,1341,545
669,113,person,1457,536,1519,647
669,118,person,1279,495,1331,558
669,119,person,1428,465,1476,554
669,121,person,1444,96,1463,134
669,122,person,1005,330,1045,395
669,124,person,44,74,1846,843
670,1,person,236,242,264,306
670,5,person,1467,533,1520,607
670,9,person,26,52,1856,1018
670,49,person,821,395,867,502
670,55,person,513,799,599,915
670,62,person,97,299,161,384
670,82,person,98,184,118,224
670,93,person,986,391,1033,469
670,96,person,576,648,645,750
670,97,person,1091,157,1115,206
670,108,person,1573,566,1642,701
670,109,person,1292,468,1341,545
670,113,person,1457,536,1519,647
670,118,person,1279,494,1331,559
670,119,person,1428,466,1476,555
670,121,person,1445,97,1465,133
670,122,person,1006,330,1045,395
670,124,person,44,74,1847,843
671,1,person,236,242,264,306
671,5,person,1467,532,1520,607
671,9,person,22,52,1858,1020
671,49,person,820,395,866,503
671,55,person,519,806,602,917
671,62,person,96,299,161,385
671,82,person,98,185,119,224
671,93,person,986,391,1033,469
671,96,person,585,653,647,742
671,97,person,1092,157,1116,206
671,108,person,1573,566,1642,701
671,109,person,1292,468,1341,545
671,113,person,1458,536,1519,646
671,118,person,1279,494,1332,559
671,119,person,1428,466,1476,555
671,121,person,1447,97,1466,133
671,122,person,1006,329,1045,396
671,124,person,43,74,1847,844
672,1,person,235,242,264,306
672,5,person,1467,532,1520,607
672,9,person,22,53,1859,1020
672,49,person,819,396,865,503
672,55,person,519,812,616,944
672,62,person,95,299,161,385
672,82,person,99,185,119,224
672,93,person,986,391,1033,469
672,96,person,583,658,656,765
672,97,person,1092,157,1116,206
672,108,person,1573,566,1642,701
672,109,person,1292,468,1341,545
672,113,person,1458,537,1519,646
672,118,person,1279,494,1331,559
672,119,person,1428,466,1476,555
672,121,person,1449,97,1467,132
672,122,person,1006,329,1046,397
672,124,person,43,74,1848,844
673,1,person,236,243,264,306
673,5,person,1467,532,1520,608
673,9,person,22,53,1860,1020
673,49,person,820,398,864,501
673,55,person,525,820,623,954
673,62,person,95,299,161,386
673,82,person,99,186,119,224
673,93,person,986,392,1032,468
673,96,person,586,664,660,772
673,97,person,1093,157,1117,206
673,108,person,1573,566,1642,701
673,109,person,1292,468,1341,545
673,113,person,1458,537,1519,646
673,118,person,1278,494,1331,559
673,119,person,1428,466,1476,555
673,121,person,1451,98,1469,132
673,122,person,1006,329,1046,397
673,124,person,42,74,1849,845
674,1,person,236,243,264,306
674,5,person,1468,532,1520,608
674,9,person,21,53,1862,1022
674,49,person,819,397,864,501
674,55,person,531,828,624,956
674,62,person,94,299,161,387
674,82,person,100,186,120,224
674,96,person,589,671,667,788
674,97,person,1094,157,1118,206
674,108,person,1573,566,1642,701
674,109,person,1292,468,1342,545
674,113,person,1458,537,1519,646
674,118,person,1278,494,1331,559
674,119,person,1428,466,1476,555
674,121,person,1452,98,1470,131
674,122,person,1006,328,1046,396
675,1,person,236,243,264,306
675,5,person,1467,532,1520,608
675,9,person,17,52,1865,1024
675,49,person,820,397,863,500
675,55,person,539,837,628,957
675,62,person,93,299,161,388
675,82,person,100,187,120,224
675,96,person,593,674,674,796
675,97,person,1095,157,1118,206
675,108,person,1573,566,1642,701
675,109,person,1292,468,1342,545
675,113,person,1458,537,1519,646
675,118,person,1278,494,1330,560
675,119,person,1428,466,1476,555
675,121,person,1454,98,1471,131
675,122,person,1006,328,1046,396
676,1,person,236,243,264,306
676,5,person,1467,532,1520,608
676,9,person,12,48,1871,1027
676,49,person,820,397,863,499
676,55,person,545,849,624,955
676,62,person,93,299,161,388
676,82,person,101,187,120,224
676,96,person,600,679,678,798
676,97,person,1096,156,1119,206
676,108,person,1572,566,1643,702
676,109,person,1292,468,1342,545
676,113,person,1458,537,1519,646
676,118,person,1278,494,1331,560
676,119,person,1428,466,1476,555
676,121,person,1456,99,1473,130
676,122,person,1007,328,1047,396
677,1,person,236,243,264,306
677,5,person,1468,532,1519,607
677,9,person,8,46,1874,1030
677,49,person,820,397,863,498
677,55,person,544,856,645,993
677,62,person,92,299,160,389
677,82,person,101,188,121,224
677,96,person,606,684,681,799
677,97,person,1096,156,1120,205
677,108,person,1573,566,1643,702
677,109,person,1293,468,1342,545
677,113,person,1458,538,1519,645
677,118,person,1278,494,1331,560
677,119,person,1428,466,1476,555
677,121,person,1458,99,1474,130
677,122,person,1007,328,1046,396
678,1,person,236,243,264,306
678,5,person,1467,533,1519,607
678,9,person,4,44,1878,1033
678,49,person,820,397,863,497
678,55,person,551,865,653,1002
678,62,person,91,298,160,390
678,82,person,103,188,127,232
678,96,person,617,692,682,789
678,97,person,1097,156,1121,205
678,108,person,1573,566,1643,702
678,109,person,1293,468,1342,545
678,113,person,1459,538,1519,645
678,118,person,1278,494,1331,561
678,119,person,1428,466,1476,555
678,121,person,1460,99,1476,130
678,122,person,1007,328,1046,396
679,1,person,236,243,264,306
679,5,person,1467,533,1520,607
679,9,person,-4,39,1887,1038
679,49,person,819,397,862,496
679,55,person,562,876,657,1004
679,62,person,90,298,160,390
679,82,person,102,188,128,233
679,96,person,617,698,692,811
679,97,person,1100,157,1123,205
679,108,person,1573,566,1643,702
679,109,person,1293,469,1342,545
679,113,person,1459,538,1519,645
679,118,person,1278,494,1331,561
679,119,person,1428,466,1476,555
679,121,person,1462,100,1477,129
679,122,person,1007,328,1047,396
680,1,person,236,243,264,306
680,5,person,1467,532,1520,607
680,9,person,0,38,1888,1038
680,49,person,820,397,862,496
680,55,person,571,886,656,999
680,62,person,90,298,160,391
680,82,person,102,188,128,234
680,96,person,617,703,700,829
680,97,person,1101,157,1124,205
680,108,person,1572,566,1643,702
680,109,person,1293,469,1342,545
680,113,person,1459,538,1519,645
680,118,person,1278,494,1330,561
680,119,person,1428,466,1476,556
680,121,person,1463,100,1478,129
680,122,person,1007,328,1047,396
681,1,person,236,243,264,306
681,5,person,1467,532,1520,607
681,9,person,18,47,1872,1028
681,49,person,820,398,862,496
681,55,person,580,895,660,999
681,62,person,89,298,160,392
681,82,person,103,188,129,234
681,96,person,622,709,707,840
681,97,person,1102,157,1124,205
681,108,person,1573,566,1643,702
681,109,person,1293,469,1342,545
681,113,person,1459,538,1518,645
681,118,person,1278,495,1330,560
681,119,person,1428,466,1476,555
681,121,person,1465,101,1480,128
681,122,person,1008,328,1047,395
682,1,person,236,243,264,306
682,5,person,1467,532,1520,607
682,9,person,35,53,1861,1020
682,49,person,819,398,861,496
682,55,person,583,906,676,1025
682,62,person,88,298,160,393
682,82,person,103,188,130,234
682,96,person,627,713,712,845
682,97,person,1103,157,1125,205
682,108,person,1573,566,1643,702
682,109,person,1293,469,1342,545
682,113,person,1459,539,1518,644
682,118,person,1278,495,1330,560
682,119,person,1428,466,1476,555
682,121,person,1467,101,1481,128
682,122,person,1008,328,1047,394
683,1,person,236,243,264,306
683,5,person,1467,531,1520,607
683,9,person,33,50,1862,1021
683,49,person,817,398,860,496
683,55,person,589,917,685,1041
683,62,person,88,298,160,393
683,82,person,103,187,131,234
683,96,person,637,720,717,843
683,97,person,1104,157,1126,205
683,108,person,1573,566,1642,702
683,109,person,1294,469,1343,545
683,113,person,1459,539,1518,644
683,118,person,1278,495,1330,560
683,119,person,1428,466,1476,555
683,121,person,1469,101,1482,127
683,122,person,1008,328,1047,394
684,1,person,235,243,265,306
684,5,person,1467,531,1520,608
684,9,person,33,48,1866,1023
684,49,person,816,398,858,496
684,55,person,597,926,691,1046
684,62,person,87,298,159,394
684,82,person,104,187,132,234
684,96,person,647,727,719,838
684,97,person,1104,157,1127,205
684,108,person,1573,566,1642,702
684,109,person,1294,469,1343,545
684,113,person,1460,539,1518,644
684,118,person,1278,496,1330,560
684,119,person,1428,466,1476,555
684,121,person,1471,102,1484,127
684,122,person,1008,328,1047,393
685,1,person,236,243,264,306
685,5,person,1467,531,1520,608
685,9,person,37,48,1865,1023
685,49,person,814,398,857,496
685,55,person,602,939,704,1070
685,62,person,86,298,159,395
685,82,person,103,187,132,236
685,96,person,648,733,727,855
685,97,person,1105,157,1128,205
685,108,person,1573,567,1642,701
685,109,person,1294,469,1343,545
685,113,person,1460,539,1518,644
685,118,person,1278,495,1331,560
685,119,person,1428,466,1476,555
685,121,person,1472,102,1485,126
685,122,person,1008,328,1047,393
686,1,person,235,243,265,306
686,5,person,1467,531,1520,608
686,9,person,44,48,1865,1021
686,49,person,814,398,856,494
686,55,person,610,949,704,1069
686,62,person,86,298,159,395
686,82,person,103,187,133,237
686,96,person,653,739,733,863
686,97,person,1106,157,1129,204
686,108,person,1573,567,1642,701
686,109,person,1294,469,1343,545
686,113,person,1457,534,1520,648
686,118,person,1279,495,1332,561
686,119,person,1428,465,1477,555
686,121,person,1474,102,1487,126
686,122,person,1008,328,1047,393
687,1,person,236,243,264,306
687,5,person,1467,531,1520,608
687,9,person,43,48,1865,1023
687,49,person,813,397,855,492
687,55,person,618,959,703,1068
687,62,person,85,298,159,396
687,82,person,104,187,133,238
687,96,person,657,747,740,876
687,97,person,1107,157,1130,204
687,108,person,1573,568,1642,700
687,109,person,1294,469,1343,545
687,113,person,1457,533,1520,649
687,118,person,1279,495,1332,561
687,119,person,1428,465,1476,554
687,121,person,1476,103,1488,125
687,122,person,1008,328,1047,393
688,1,person,236,243,265,306
688,5,person,1467,532,1520,608
688,9,person,45,49,1864,1022
688,49,person,813,397,853,489
688,55,person,629,973,712,1076
688,62,person,84,298,159,397
688,82,person,104,187,134,238
688,96,person,665,754,745,878
688,97,person,1108,157,1131,204
688,108,person,1573,567,1643,701
688,109,person,1294,469,1343,545
688,113,person,1457,533,1520,649
688,118,person,1280,495,1332,561
688,119,person,1428,465,1476,554
688,121,person,1478,103,1489,125
688,122,person,1008,328,1046,393
689,1,person,236,243,265,306
689,5,person,1468,532,1520,608
689,9,person,43,48,1864,1024
689,49,person,812,396,853,487
689,55,person,639,983,719,1080
689,62,person,83,298,159,397
689,82,person,105,188,134,238
689,96,person,673,759,750,876
689,97,person,1109,157,1132,204
689,108,person,1573,567,1643,701
689,109,person,1295,469,1343,545
689,113,person,1457,533,1520,649
689,118,person,1280,496,1332,561
689,119,person,1428,465,1477,555
689,121,person,1480,103,1491,124
689,122,person,1008,328,1046,393
690,1,person,236,243,264,306
690,5,person,1468,532,1520,608
690,9,person,43,48,1864,1025
690,49,person,812,395,852,486
690,55,person,648,993,724,1081
690,62,person,83,298,159,398
690,82,person,106,188,135,239
690,96,person,681,765,757,878
690,97,person,1110,156,1133,204
690,108,person,1573,567,1643,701
690,109,person,1291,467,1340,546
690,113,person,1457,533,1521,649
690,118,person,1280,496,1332,562
690,119,person,1428,465,1477,555
690,121,person,1482,104,1492,124
690,122,person,1007,328,1046,393
691,1,person,235,242,265,306
691,5,person,1467,532,1520,608
691,9,person,38,46,1863,1027
691,49,person,811,395,851,484
691,55,person,658,1006,726,1082
691,62,person,82,298,159,399
691,82,person,107,189,136,239
691,96,person,691,773,759,870
691,97,person,1111,156,1133,203
691,108,person,1573,567,1643,702
691,109,person,1291,466,1340,547
691,113,person,1457,533,1521,649
691,118,person,1280,496,1333,562
691,119,person,1428,466,1477,555
691,121,person,1475,91,1493,123
691,122,person,1007,328,1046,393
692,1,person,235,242,265,306
692,5,person,1467,532,1520,608
692,9,person,37,45,1866,1029
692,49,person,810,395,851,485
692,55,person,672,1017,736,1082
692,62,person,81,298,158,400
692,82,person,107,189,136,239
692,96,person,685,778,773,906
692,97,person,1112,156,1134,203
692,108,person,1573,566,1642,702
692,109,person,1291,466,1340,547
692,113,person,1456,533,1521,649
692,118,person,1280,496,1333,562
692,119,person,1428,466,1477,556
692,121,person,1476,90,1495,123
692,122,person,1006,328,1045,393
693,1,person,236,242,264,305
693,5,person,1467,532,1520,608
693,9,person,34,43,1867,1030
693,49,person,809,394,851,486
693,55,person,684,1030,739,1081
693,62,person,81,298,158,400
693,82,person,108,190,136,239
693,96,person,689,785,781,919
693,97,person,1113,156,1135,203
693,108,person,1573,566,1642,701
693,109,person,1290,466,1339,547
693,113,person,1456,532,1521,650
693,118,person,1280,496,1333,562
693,119,person,1428,466,1477,555
693,121,person,1477,89,1497,123
693,122,person,1006,328,1045,393
694,1,person,236,242,264,305
694,5,person,1467,532,1520,608
694,9,person,37,43,1869,1030
694,49,person,809,394,851,486
694,55,person,703,1045,746,1081
694,62,person,80,298,158,401
694,82,person,108,191,136,239
694,96,person,697,793,785,920
694,97,person,1114,156,1136,203
694,108,person,1573,566,1642,701
694,109,person,1291,466,1339,547
694,113,person,1456,532,1521,650
694,118,person,1280,496,1333,562
694,119,person,1428,466,1477,555
694,121,person,1478,89,1498,123
694,122,person,1006,328,1045,393
695,1,person,236,242,265,305
695,5,person,1468,532,1519,608
695,9,person,30,38,1872,1033
695,49,person,808,393,850,487
695,55,person,717,1056,750,1084
695,62,person,79,298,158,402
695,82,person,108,192,137,240
695,96,person,706,802,790,922
695,97,person,1115,156,1137,203
695,108,person,1572,566,1643,702
695,109,person,1290,466,1339,547
695,113,person,1457,533,1520,649
695,118,person,1280,496,1333,562
695,119,person,1428,466,1477,555
695,121,person,1480,89,1500,122
695,122,person,1006,328,1044,393
696,1,person,236,241,265,305
696,5,person,1468,532,1520,608
696,9,person,35,39,1870,1031
696,49,person,806,393,849,488
696,55,person,731,1068,753,1087
696,62,person,78,298,158,402
696,82,person,109,192,137,241
696,96,person,710,810,803,944
696,97,person,1116,156,1138,203
696,108,person,1572,566,1643,702
696,109,person,1291,466,1339,547
696,113,person,1457,533,1520,649
696,118,person,1280,496,1333,563
696,119,person,1428,466,1476,554
696,121,person,1481,89,1501,122
696,122,person,1005,328,1045,392
697,1,person,236,241,265,305
697,5,person,1468,532,1520,608
697,9,person,38,42,1865,1029
697,49,person,804,392,846,488
697,55,person,745,1080,757,1090
697,62,person,78,298,158,403
697,82,person,109,192,138,241
697,96,person,713,817,812,961
697,97,person,1117,156,1139,202
697,108,person,1573,566,1643,702
697,109,person,1292,465,1339,547
697,113,person,1457,533,1520,649
697,118,person,1280,496,1334,563
697,119,person,1428,466,1476,554
697,121,person,1483,88,1503,122
697,122,person,1005,329,1044,393
698,1,person,236,241,265,305
698,5,person,1467,532,1520,607
698,9,person,41,43,1861,1027
698,49,person,803,392,845,487
698,55,person,759,1092,761,1093
698,62,person,77,298,158,404
698,82,person,109,193,138,242
698,96,person,722,826,817,966
698,97,person,1118,156,1140,202
698,108,person,1572,566,1643,703
698,109,person,1292,465,1339,547
698,113,person,1457,533,1520,649
698,118,person,1280,496,1334,563
698,119,person,1428,466,1476,554
698,121,person,1484,88,1504,121
698,122,person,1005,329,1044,393
699,1,person,236,241,264,305
699,5,person,1467,532,1520,607
699,9,person,39,43,1861,1027
699,49,person,802,391,843,487
699,55,person,773,1104,764,1096
699,62,person,76,297,157,405
699,82,person,110,193,139,243
699,96,person,732,835,822,966
699,97,person,1119,155,1141,202
699,108,person,1572,566,1643,703
699,109,person,1292,465,1339,547
699,113,person,1457,533,1520,649
699,118,person,1280,496,1334,563
699,119,person,1428,466,1476,554
699,121,person,1485,88,1505,121
699,122,person,1004,329,1044,393
700,1,person,236,241,264,305
700,5,person,1467,532,1520,607
700,9,person,26,36,1874,1037
700,49,person,802,391,843,486
700,55,person,787,1115,768,1099
700,82,person,110,193,139,244
700,96,person,741,842,828,969
700,97,person,1120,155,1142,202
700,108,person,1572,566,1643,703
700,109,person,1291,465,1339,546
700,113,person,1457,533,1520,649
700,118,person,1281,496,1334,563
700,119,person,1428,466,1476,554
700,121,person,1487,87,1507,120
700,122,person,1005,330,1044,393
701,1,person,236,242,264,305
701,5,person,1467,531,1520,607
701,9,person,23,34,1878,1040
701,49,person,801,391,842,487
701,55,person,801,1127,771,1102
701,82,person,111,194,140,245
701,96,person,754,851,830,960
701,97,person,1120,155,1142,202
701,108,person,1572,566,1643,703
701,109,person,1291,465,1339,547
701,113,person,1457,533,1520,649
701,118,person,1281,496,1334,563
701,119,person,1428,466,1476,554
701,121,person,1488,87,1508,120
701,122,person,1004,330,1045,394
702,1,person,235,242,264,305
702,5,person,1467,531,1520,607
702,9,person,20,32,1880,1043
702,49,person,801,391,841,487
702,55,person,816,1139,775,1105
702,82,person,111,194,140,245
702,96,person,753,860,846,994
702,97,person,1121,155,1143,201
702,108,person,1572,566,1643,703
702,109,person,1291,464,1339,547
702,113,person,1457,533,1520,649
702,118,person,1281,496,1334,563
702,119,person,1428,466,1476,554
702,121,person,1490,87,1509,120
702,122,person,1004,330,1045,394
702,128,person,907,218,940,294
703,1,person,235,242,264,305
703,5,person,1467,531,1520,607
703,9,person,18,31,1878,1045
703,49,person,801,391,840,487
703,55,person,830,1151,779,1108
703,82,person,112,194,141,246
703,96,person,759,868,853,1005
703,97,person,1122,155,1144,201
703,108,person,1572,566,1643,703
703,109,person,1291,464,1339,547
703,113,person,1456,533,1520,649
703,118,person,1281,496,1335,564
703,119,person,1428,466,1476,554
703,121,person,1491,86,1511,119
703,122,person,1004,330,1044,395
703,128,person,908,218,941,294
704,1,person,236,243,265,306
704,5,person,1468,532,1520,607
704,9,person,16,30,1876,1047
704,49,person,800,391,839,486
704,55,person,844,1163,782,1111
704,82,person,113,195,142,246
704,96,person,770,877,859,1006
704,97,person,1123,155,1145,201
704,108,person,1572,566,1643,703
704,109,person,1290,464,1339,548
704,113,person,1456,533,1520,650
704,118,person,1281,496,1335,564
704,119,person,1428,466,1476,554
704,121,person,1493,86,1512,119
704,122,person,1004,330,1044,395
704,128,person,908,219,941,295
705,1,person,236,242,265,306
705,5,person,1468,532,1520,607
705,9,person,16,31,1871,1046
705,49,person,800,392,839,486
705,55,person,858,1174,786,1114
705,82,person,114,196,142,247
705,96,person,780,887,863,1007
705,97,person,1124,155,1146,201
705,108,person,1572,565,1643,703
705,109,person,1290,464,1339,548
705,113,person,1456,534,1520,650
705,118,person,1281,496,1335,564
705,119,person,1428,466,1476,554
705,121,person,1494,86,1514,118
705,122,person,1003,331,1044,395
705,128,person,909,219,941,295
706,1,person,235,242,265,306
706,5,person,1468,532,1520,607
706,9,person,17,32,1868,1045
706,49,person,799,392,837,485
706,55,person,872,1186,789,1117
706,82,person,114,196,143,247
706,96,person,779,895,879,1041
706,97,person,1125,155,1147,201
706,108,person,1572,566,1643,703
706,109,person,1290,464,1339,548
706,113,person,1456,534,1520,650
706,118,person,1277,494,1331,563
706,119,person,1428,466,1476,554
706,121,person,1495,85,1515,118
706,122,person,1003,331,1044,395
706,128,person,909,219,941,295
707,1,person,235,242,265,306
707,5,person,1468,532,1520,607
707,9,person,19,33,1865,1045
707,49,person,798,391,836,485
707,55,person,886,1198,793,1120
707,82,person,115,197,143,249
707,96,person,788,907,885,1049
707,97,person,1126,155,1148,201
707,108,person,1572,566,1643,703
707,109,person,1290,464,1339,548
707,113,person,1456,534,1520,650
707,118,person,1276,493,1330,562
707,119,person,1428,466,1476,554
707,121,person,1497,85,1516,118
707,122,person,1002,331,1044,395
707,128,person,909,219,941,295
708,1,person,235,242,264,307
708,5,person,1468,532,1520,607
708,9,person,12,28,1870,1047
708,49,person,797,391,835,486
708,55,person,900,1210,797,1123
708,82,person,115,197,144,250
708,96,person,799,918,889,1051
708,97,person,1125,154,1146,200
708,108,person,1572,566,1643,702
708,109,person,1290,463,1339,548
708,113,person,1456,534,1520,650
708,118,person,1276,493,1330,562
708,119,person,1428,466,1476,554
708,121,person,1498,85,1518,117
708,122,person,1003,331,1044,395
708,128,person,909,219,942,296
709,1,person,235,242,264,307
709,5,person,1468,532,1520,607
709,9,person,15,30,1866,1047
709,49,person,796,391,834,486
709,55,person,914,1222,800,1126
709,82,person,116,197,144,250
709,96,person,810,927,897,1053
709,97,person,1126,153,1147,200
709,108,person,1573,566,1642,701
709,109,person,1290,463,1339,548
709,113,person,1457,534,1520,649
709,118,person,1276,493,1330,562
709,119,person,1428,466,1476,554
709,121,person,1500,84,1519,117
709,122,person,1003,331,1044,395
709,128,person,909,219,942,296
710,1,person,235,242,264,308
710,5,person,1468,532,1520,607
710,9,person,9,26,1869,1050
710,49,person,796,391,834,487
710,55,person,928,1233,804,1129
710,82,person,116,198,144,250
710,96,person,817,940,909,1073
710,97,person,1126,153,1148,200
710,108,person,1573,566,1643,701
710,109,person,1290,463,1339,548
710,113,person,1457,534,1520,649
710,118,person,1275,492,1330,563
710,119,person,1428,466,1476,554
710,121,person,1501,84,1520,116
710,122,person,1003,331,1044,395
710,128,person,910,221,942,295
711,1,person,235,243,264,308
711,5,person,1468,531,1520,606
711,9,person,12,29,1864,1050
711,49,person,796,391,833,487
711,55,person,942,1245,807,1133
711,82,person,117,198,145,250
711,96,person,829,947,915,1073
711,97,person,1127,152,1149,200
711,108,person,1572,567,1643,702
711,109,person,1289,463,1339,548
711,113,person,1457,534,1520,648
711,118,person,1275,492,1330,563
711,119,person,1428,466,1476,554
711,121,person,1503,84,1522,116
711,122,person,1003,331,1044,395
711,128,person,911,222,941,295
712,1,person,234,242,265,308
712,5,person,1469,532,1520,606
712,9,person,4,25,1870,1055
712,49,person,796,392,832,486
712,55,person,957,1257,811,1136
712,82,person,117,199,145,250
712,96,person,839,960,922,1078
712,97,person,1128,152,1149,200
712,108,person,1573,567,1643,702
712,109,person,1289,463,1339,548
712,113,person,1457,534,1520,648
712,118,person,1278,492,1332,563
712,119,person,1428,466,1476,554
712,121,person,1504,83,1523,115
712,122,person,1003,331,1044,395
712,128,person,911,223,942,295
713,1,person,234,242,265,308
713,5,person,1468,532,1520,607
713,9,person,9,25,1870,1056
713,49,person,796,394,831,484
713,55,person,971,1269,814,1139
713,82,person,118,199,146,251
713,96,person,850,969,930,1081
713,97,person,1129,152,1150,199
713,108,person,1573,567,1643,702
713,109,person,1289,463,1339,548
713,113,person,1457,534,1520,648
713,118,person,1279,492,1333,563
713,119,person,1428,466,1476,554
713,121,person,1505,83,1525,115
713,122,person,1003,331,1044,395
713,128,person,910,220,942,295
714,1,person,234,242,265,308
714,5,person,1468,532,1520,607
714,9,person,18,31,1858,1052
714,49,person,793,388,828,480
714,55,person,985,1281,818,1142
714,82,person,119,199,147,251
714,96,person,861,980,937,1083
714,97,person,1129,152,1151,200
714,108,person,1573,567,1643,702
714,109,person,1289,463,1339,548
714,113,person,1457,534,1520,648
714,118,person,1278,492,1333,564
714,119,person,1427,466,1476,554
714,121,person,1507,83,1526,115
714,122,person,1003,331,1045,395
714,128,person,911,222,942,295
715,1,person,234,241,265,308
715,5,person,1468,532,1520,607
715,9,person,23,30,1862,1052
715,49,person,792,386,827,479
715,55,person,999,1292,822,1145
715,82,person,120,200,147,251
715,96,person,875,992,944,1082
